Sentence,Rating,llm_gene_CEFR1,llm_gene_CEFR2,llm_gene_CEFR3,P_CEFR1,P_CEFR2,P_CEFR3,R_CEFR1,R_CEFR2,R_CEFR3,STS_CEFR1,STS_CEFR2,STS_CEFR3,AS_CEFR1,AS_CEFR2,AS_CEFR3,CP_CEFR1,CP_CEFR2,CP_CEFR3,REFEREE_CEFR1,REFEREE_CEFR2,REFEREE_CEFR3,SLEDELTA_CEFR1,SLEDELTA_CEFR2,SLEDELTA_CEFR3,COLA_CEFR1,COLA_CEFR2,COLA_CEFR3,pred_1,pred_2,pred_3
Cognitive dissonance theory proposes that people seek psychological consistency between their expectations of life and the existential reality of the world .,5,We want things to make sense.,This theory says that people try to make their thoughts match the real world.,This theory says that people want their ideas and what happens in life to match.,0.3002565,0.6190551,0.5897958,0.069532305,0.4053345,0.43298727,0.2405441254377365,0.5489076972007751,0.5107632875442505,0.2174400389194488,0.8492261171340942,0.8174802660942078,0.0,0.0,0.0,-0.1420130878686905,0.7526655197143555,0.5956783294677734,3.7135805785655975,4.165945261716843,3.902546852827072,1,1,1,2,3,3
About half of the polyvinyl chloride resin manufactured each year is used to make pipes .,5,Many PVC pipes are made.,Most PVC is used to make water pipes.,Half of all the PVC made every year is used to make pipes.,0.43828335,0.53423953,0.6624555,-0.017506173,0.108879186,0.4706126,0.715100109577179,0.672633945941925,0.8083449602127075,0.9413313269615172,0.1740470379590988,0.618086040019989,0.0,0.0,0.0,0.2932341694831848,0.6290410757064819,0.7508247494697571,2.3709423542022705,2.1337029933929443,2.049134016036988,1,1,1,3,3,3
"Duroplast is light , flexible , and strong .",5,It's light and strong.,Duroplast is strong and easy to bend.,"Duroplast is lightweight, flexible, and very strong.",0.5627347,0.7483974,0.8499347,-0.016022652,0.5220059,0.6964337,0.4551661014556885,0.8717981576919556,0.9365637898445128,0.9639301896095276,0.8244433403015137,0.7092077136039734,0.0,0.0,0.0,0.0287463106215,0.6472077369689941,0.562270998954773,0.3558692932128906,0.1586494445800781,-0.6843318939208984,1,1,1,1,4,4
"A duchy is the territory or geopolitical entity ruled by a duke , whereas his title or area is often called a dukedom .",5,This is a place with a duke.,Some countries have a duke. A duke is a high-ranking person who rules a certain area.,"In some countries, a duke is a high-ranking official who rules a certain area.",0.27000424,0.40050474,0.371746,-0.049733646,0.18361796,0.22697608,0.5247446894645691,0.7589013576507568,0.6801450252532959,0.9400360584259032,0.7830502390861511,0.3079188168048858,0.0,0.0,0.0,0.04154784232378,0.9477819204330444,0.8070100545883179,3.594521462917328,1.60600608587265,1.3545019030570984,1,1,1,2,3,3
The function or use of the dodecahedra remains a mystery ; no mention of them has been found in texts or pictures of the time .,5,We don't know why they were created.,We don't know what these shapes were used for. Nobody knows about them because there's no record from back then.,We don't know what the dodecahedra were used for. There is no record of them in old texts or pictures.,0.30828166,0.38581282,0.623252,0.057122946,0.25188464,0.58705264,0.277133971452713,0.4234849810600281,0.8585094809532166,0.5976830124855042,0.9048453569412231,0.9754655957221984,0.0,0.0,0.0,-0.1985271126031875,0.6538708806037903,1.1308869123458862,1.175967574119568,-0.0016816854476928,1.3963466882705688,1,1,1,2,3,3
"Many of the physical properties of alkenes and alkanes are similar : they are colorless , nonpolar , and combustable .",5,Alkenes and alkanes are the same. They are colourless liquids that don't smell. They can catch fire easily.,Alkenes and alkanes are similar. They are colourless liquids that don't mix with water. They also catch fire easily.,"Alkenes and alkanes look and behave in a similar way. They are colourless, don't mix with water, and can catch fire.",0.52619845,0.4881549,0.4825883,0.30720538,0.3132378,0.38698754,0.7724671959877014,0.7806849479675293,0.8114795684814453,0.7589322328567505,0.6387258768081665,0.8362637758255005,0.0,0.0,0.0,1.1152687072753906,1.057905673980713,1.0932235717773438,1.270106077194214,0.6377530097961426,0.6031827926635742,1,1,1,4,5,4
"By May 2008 , Rickrolling had become an internet hit or phenomenon and very soon rickrolling was being covered on mainstream media .",5,"People talked about Rickrolling on the internet, TV, and radio.","In May 2008 , Rickrolling became a popular internet thing. People talked about it on TV and in newspapers.","By May 2008, rickrolling was a popular internet trend. Soon it was mentioned in the news.",0.38414347,0.61761254,0.655602,0.060334764,0.43397734,0.44387206,0.8084002733230591,0.894011914730072,0.9062034487724304,0.3596242666244507,0.5111874341964722,0.8538014888763428,0.0,0.0,0.0,0.4084261357784271,0.9338617324829102,0.94613516330719,3.037510633468628,2.761756181716919,1.7783257961273191,1,1,1,3,3,3
"However , some people with schizophrenia have the ability to tickle themselves .",5,Some people with this illness can laugh.,Some people with schizophrenia can laugh at themselves.,Some people with schizophrenia can tickle themselves.,0.525549,0.67306376,0.8265321,0.2763224,0.45475724,0.5840612,0.4855220913887024,0.6663191318511963,0.9758188724517822,0.8327915668487549,0.2462985515594482,0.9727855324745178,0.0,0.0,0.0,0.2766557335853576,0.7231969833374023,0.8022139668464661,1.276219129562378,1.0447943210601809,0.9355754852294922,1,1,1,3,5,5
The anchoritic life is one of the earliest forms of Christian monasticism .,5,"Monks lived alone. Later, other monks came to join them.","Long ago, Christian monks lived alone in the desert.",Anchorites were among the first Christians to live alone as monks.,0.23467568,0.30010298,0.37298128,0.06434883,0.14728446,0.38865465,0.5151163339614868,0.5259537696838379,0.7088833451271057,0.0709100812673568,0.0580512546002864,0.520917534828186,0.0,0.0,0.0,0.1497838050127029,0.1425735801458358,0.705842137336731,2.1330766677856445,1.965336799621582,0.6481807231903076,1,1,1,3,3,4
"Having filled the offices of quaestor and praetor with more than usual success , he obtained the consulship in 120 .",5,He had many good jobs. He became a consul.,He did well in his job and became a consul in 120.,He was successful in getting the jobs of quaestor and praetor. Then he became consul in 120.Original Sentence: B1 level language learner Can read straightforward factual texts on subjects related to their field of interest with a satisfactory level of comprehension.,0.42508888,0.3722858,0.17585996,0.07103705,0.095669,0.39917228,0.5837052464485168,0.743290364742279,0.7238324880599976,0.8917657732963562,0.95902019739151,0.9310261607170104,0.0,0.0,0.0,0.3249893188476562,0.5787277817726135,-0.8344447016716003,2.8776087760925293,2.52327299118042,-0.9487002491950988,1,1,1,3,3,4
Follies began as decorative accents on the great estates of the late 16th century and early 17th century but they flourished especially in the two centuries which followed .,5,"Long ago, people built special buildings on farms. More were built later.","Originally, follies were decorations on big houses. Later, they became popular.",Decorative follies were first used on large estates in the 1600s. They became more popular over the next two centuries.,0.24864063,0.49387148,0.51782525,-0.062477626,0.027240667,0.33755633,0.2889930307865143,0.6609823107719421,0.7737294435501099,0.5683343410491943,0.9719841480255128,0.942948877811432,0.0,0.0,0.0,0.0994836911559104,0.407493531703949,0.7933810949325562,3.8932714462280273,2.4188268184661865,1.2959675788879397,1,1,1,3,3,4
"Chondroitin sulfate was originally isolated well before the structure was characterized , leading to changes in terminology with time .",5,Scientists learned about chondroitin sulfate before they could see it.,"Before scientists knew its structure, they found chondroitin sulfate. They were confused about what to call it.",Chondroitin sulfate was discovered before we knew what it looked like.,0.38771707,0.36423695,0.586882,0.13547361,0.20708086,0.33909363,0.7184933423995972,0.8068296909332275,0.7627236843109131,0.2357988357543945,0.5577439665794373,0.1095578223466873,0.0,0.0,0.0,0.3402622044086456,0.5829982757568359,0.516589879989624,3.6820066645741454,2.419708557426929,1.789293237030506,1,1,1,5,5,5
"Saffron 's aroma is often described by connoisseurs as reminiscent of metallic honey with grassy or hay - like notes , while its taste has also been noted as hay -like and sweet .",5,Smelling saffron is sweet like honey and grass.,Some people think saffron smells like honey. It tastes sweet.,Some people describe saffron's smell as being similar to honey. They say it also tastes a bit like hay.,0.38308117,0.39031038,0.4944983,-0.0576171,-0.07032677,0.13907169,0.8486144542694092,0.8620474338531494,0.9058823585510254,0.9292068481445312,0.975811243057251,0.9861969351768494,0.0,0.0,0.0,0.3546412885189056,0.6253010034561157,1.066960096359253,4.121844818815589,4.433986714109778,2.448461821302772,1,1,1,3,2,3
"Such a balance is seen more simply in sickle -cell anemia , which is found mostly in tropical populations in Africa and India .",5,People from Africa and India often have this problem.,Some African and Indian countries have a problem called sickle-cell anemia. People who live in hot places get this problem.,This balance is also seen in a disease called sickle-cell anemia. It mainly affects people in Africa and India.,0.41366526,0.39293486,0.6494351,-0.023011185,0.2056129,0.44123188,0.4100744128227234,0.7563542723655701,0.917811393737793,0.9490428566932678,0.9643625617027284,0.9214773178100586,0.0,0.0,0.0,0.1623062342405319,1.0898213386535645,1.058158278465271,2.8927990198135376,1.9541136026382449,0.898590087890625,1,1,1,2,5,5
There are different fields of deontological ethics .,5,There are many types of rules.,There are different kinds of moral rules.,There are different kinds of ethics that deal with what is right and wrong.,0.5345799,0.6505016,0.37810004,0.25501794,0.42284387,0.45550784,0.2391723394393921,0.4799158275127411,0.5591004490852356,0.2419791221618652,0.6837943196296692,0.4855340719223022,0.0,0.0,0.0,0.2270200997591018,0.3946170508861542,0.3622649908065796,0.6991965770721436,0.3161530494689941,-0.4599685668945312,1,1,1,2,2,3
Troubadour songs were mainly about chivalry and courtly love .,5,They sang about love and heroes.,Many troubadour songs were about love and being a good knight.,Most troubadour songs were about love and being a good knight.,0.5321478,0.52280813,0.51836896,0.06255049,0.4008638,0.39607084,0.5421029925346375,0.789220929145813,0.8095877766609192,0.5919233560562134,0.7636337280273438,0.8389293551445007,0.0,0.0,0.0,0.3117512464523315,0.7871454954147339,0.7897580862045288,0.7501027584075928,0.5059206485748291,0.599022626876831,1,1,1,2,3,3
"As the sovereign 's representative in his or her county , a lord-lieutenant remains non-political and may not hold office in any political party .",5,They are very important people in their area.,"As a representative of the king or queen, a lord-lieutenant is not involved in politics and cannot join a political party.","As the king or queen's representative in a county, a lord-lieutenant must stay out of politics and cannot join a political party.",0.25130224,0.6027639,0.6580708,-0.06182925,0.42590997,0.5446775,0.1170685961842536,0.8483325839042664,0.8300046920776367,0.0028161348309367,0.8907099366188049,0.8244447112083435,0.0,0.0,0.0,-0.2680868506431579,0.9310826063156128,0.9386001825332642,2.613593578338623,-0.3552268743515014,-0.1375191211700439,1,1,1,2,4,4
"In mathematics all function applications are referentially transparent , by the definition of what constitutes a mathematical function .",5,Many mathematical functions are easy to understand.,Functions work well in maths.,"In mathematics, every function is clear and easy to understand. This is how we define a function in maths.",0.4582928,0.34831366,0.48142377,0.114609875,-0.018943354,0.3388651,0.5703287124633789,0.5383651852607727,0.7009521722793579,0.0811479464173317,0.1789492964744568,0.7341393232345581,0.0,0.0,0.0,0.1100872457027435,0.0862500518560409,1.1029623746871948,1.7839229106903076,4.621314764022827,2.4026821851730347,1,1,1,3,3,3
The exact identity of silphium is unclear .,5,We don't know what this plant is called.,We don't know exactly what silphium is.,We don't know exactly what silphium is.,0.27004668,0.5868544,0.5868544,0.051403224,0.49761447,0.49761447,0.2278937995433807,0.776922881603241,0.776922881603241,0.6167454123497009,0.9348785281181335,0.9348785281181335,0.0,0.0,0.0,0.1011557877063751,0.9100927710533142,0.9100927710533142,0.7813208103179932,0.7099428176879883,0.7099428176879883,1,1,1,2,3,3
"Rivlin had pulmonary fibrosis , a lung disease .",5,Mr Rivlin has breathing problems.,Rivlin had a serious lung problem.,Rivlin had a lung disease called pulmonary fibrosis.,0.34811166,0.7729554,0.81634945,0.28320375,0.440673,0.72021675,0.705716609954834,0.8565320372581482,0.9927523732185364,0.5748934745788574,0.733590304851532,0.98749977350235,0.0,0.0,0.0,0.2364045232534408,0.5902436971664429,0.7149317264556885,0.1939496994018554,-0.0322422981262207,-0.8031430244445801,1,1,1,3,3,5
"When a woman starts to give birth , the amniotic sac should break and the amniotic fluid will leak out the woman 's vagina .",5,"When a woman has a baby, her water comes out first.","When a woman has a baby, her water will come out before the baby is born.","When a woman gives birth, her waters will break and come out through her vagina.",0.4694175,0.47507396,0.6677791,0.17363869,0.26329616,0.38998005,0.6750689148902893,0.7078171372413635,0.8059204816818237,0.5195233821868896,0.2994987964630127,0.8415282964706421,0.0,0.0,0.0,0.6631956100463867,0.7634991407394409,0.8754873871803284,2.109123706817627,2.0377821922302246,1.3187203407287598,1,1,1,2,2,3
Isometric scaling is governed by the square- cube law .,5,Making something bigger makes it heavier.,"If you make something bigger or smaller, its volume will change more quickly than its surface.","If you change the size of something, the weight changes too.",0.14792934,0.10839259,0.15231265,-0.26069096,-0.12489088,-0.1467192,0.3460824191570282,0.3542739152908325,0.4292066395282745,0.0059831668622791,0.0338170193135738,0.0060217948630452,0.0,0.0,0.0,-0.2248616963624954,-0.28471440076828,-0.227806732058525,2.311212539672852,1.1679389476776123,2.421339988708496,1,1,1,2,3,2
Colchicine is an alternative treatment for people that are unable to tolerate NSAIDs .,5,Colchicine is another medicine for people who have trouble taking other painkillers.,"If you can’t take painkillers, there’s another medicine you can use.",Colchicine is another treatment option for people who can't take NSAIDs.,0.625233,0.27362522,0.7549591,0.54204404,0.019430786,0.66887295,0.8502994179725647,0.4782650470733642,0.929618239402771,0.605101466178894,0.6041280031204224,0.9477310180664062,0.0,0.0,0.0,0.985946774482727,0.4848891198635101,0.9059104919433594,0.9527976512908936,2.244342803955078,-0.1188579797744751,1,1,1,4,3,4
"Like other columbids , the mourning dove drinks without lifting or tilting its head .",5,This bird drinks from the ground.,"When the mourning dove drinks, it doesn’t lift its head.","Like other pigeons, the mourning dove drinks without moving its head.",0.4837479,0.5629894,0.7681607,-0.0054717623,0.33677566,0.53055155,0.497935801744461,0.8452474474906921,0.8604511618614197,0.3501262366771698,0.9631443619728088,0.3605186939239502,0.0,0.0,0.0,-0.3274177014827728,0.497157484292984,0.7719386219978333,1.311035394668579,1.0537235736846924,0.6641311645507812,1,1,1,2,3,3
"Graphically , Goetzinger is known for her research and attention to detail , carefully rendered apparel and a style influenced by Art Nouveau .",5,Goetzinger draws nice pictures of dresses.,Goetzinger's pictures are good drawings with lots of details. She draws like Art Nouveau artists.,"Goetzinger is known for her detailed artwork, which includes beautiful clothes and has an Art Nouveau style.",0.28069064,0.4299009,0.53006214,-0.04992572,0.22239748,0.3531181,0.6655170917510986,0.7437037229537964,0.9046168327331544,0.1015297025442123,0.5253238677978516,0.8641379475593567,0.0,0.0,0.0,-0.0544356070458889,0.8199096918106079,0.9179797172546388,3.2311915159225464,2.4514275789260864,1.4578276872634888,1,1,1,3,3,4
The right to silence is a legal protection enjoyed by people undergoing police interrogation or trial in certain countries .,5,Some countries help people when the police ask them questions.,"In some countries, you don’t have to talk to the police if they question you.","In some countries, people have the right to stay silent when questioned by the police.",0.45152667,0.3373078,0.5193924,0.14193968,0.19740225,0.38952518,0.3035601079463959,0.3871638178825378,0.7759720683097839,0.3477828204631805,0.910180926322937,0.9762163758277892,0.0,0.0,0.0,0.3686064183712005,0.779331624507904,1.0009931325912476,2.663733959197998,2.150862693786621,2.2536709308624268,1,1,1,2,2,3
The ingredients are diced and then mixed with kvass just before eating ; the ratio of chopped food to kvass is similar to that of cereal to milk .,5,You put a drink with your food when you eat it.,"Before eating, we chop the ingredients and mix them with kvass. It's like having cereal and milk.",We mix the ingredients with kvass just before eating. The ingredients and kvass are like cereal and milk.,0.27484283,0.6116186,0.7072051,0.03695783,0.47095853,0.47835737,0.3858653604984283,0.8521665334701538,0.8997131586074829,0.0261096004396677,0.956853985786438,0.972025454044342,0.0,0.0,0.0,-0.0311596654355525,0.8584482669830322,0.7017582654953003,1.027010202407837,0.6432664394378662,1.1317365169525146,1,1,1,2,3,3
"In parliamentary procedure , a motion is a proposal to do something .",5,Someone suggests something at a meeting.,"In a meeting, a suggestion is an idea.","In a meeting, a motion is a suggestion to do something.",0.29844636,0.46079028,0.69511116,0.07529236,0.32456157,0.569042,0.3221123814582824,0.3911090195178985,0.6938782930374146,0.3609639406204223,0.500300407409668,0.5651993751525879,0.0,0.0,0.0,-0.3530677855014801,0.1218787133693695,0.4315268397331238,1.9891960620880127,2.62351655960083,2.002951145172119,1,1,1,2,2,3
The eroded sandstone formation stands about 75 ft tall and is about 300 ft in circumference .,5,This rock is very tall and it's also very wide.,This rock is very tall and big around.,This rock formation is 75 feet tall and 300 feet around.,0.41814548,0.44062623,0.7354714,0.14818257,0.14693922,0.50908506,0.5395672917366028,0.5569548606872559,0.7852736711502075,0.2808725237846374,0.6410117745399475,0.9120631814002992,0.0,0.0,0.0,0.7261232733726501,0.5324817299842834,0.8623166084289551,1.8437941074371336,1.9638817310333248,1.705291509628296,1,1,1,2,1,2
Sailing skiffs are the fastest and arguably most difficult type of dinghy to sail .,5,Skiffs are fast boats that are hard to sail.,Skiffs are fast and hard to sail.,Skiffs are the fastest and hardest type of small boat to sail.,0.59349144,0.64980686,0.72507334,0.36106592,0.34923348,0.5521089,0.8123297691345215,0.8233858346939087,0.8582627177238464,0.973411500453949,0.9838336110115052,0.8496896028518677,0.0,0.0,0.0,0.8214966654777527,0.747340202331543,0.6876083612442017,2.3589959144592285,2.5608301162719727,1.832241892814636,1,1,1,3,3,3
"The fallout of the weakening rhythm game market affected game developers , publishers and distributors .",5,Video games were changed.,The decline of the rhythm game market affected people who make and sell games.,The decline in the rhythm game market affected game companies.,0.36417258,0.6924598,0.7723169,0.043000855,0.5485674,0.47800472,0.489735871553421,0.8101302981376648,0.8351920247077942,0.5674036741256714,0.9247303605079652,0.9164955615997314,0.0,0.0,0.0,-0.3895458579063415,0.8036448955535889,0.7025718092918396,2.408428430557251,0.8376164436340332,0.3068513870239258,1,1,1,1,3,3
A complementary strand of DNA or RNA may be constructed based on nucleobase complementarity .,5,We can make a copy of the DNA or the RNA.,You can make DNA or RNA using special rules.,You can make a complementary strand of DNA or RNA based on how the bases fit together.,0.5551896,0.5322985,0.56048805,0.19749139,0.18501553,0.46760947,0.5157215595245361,0.5787043571472168,0.7440212368965149,0.5338951349258423,0.3050757050514221,0.1034382283687591,0.0,0.0,0.0,-0.0555565766990184,0.4326940774917602,0.4853872060775757,3.763205826282501,3.538192093372345,1.8571553826332088,1,1,1,3,3,3
"Shortly before his first NHL training camp , Boynton was diagnosed with Type I Diabetes , but the condition did not affect his ability to play hockey .",5,"Boynton got sick before training, but he still played hockey.",Boynton got sick just before he started playing hockey. But it didn’t stop him.,"Just before he started playing in the NHL, Boynton found out he had diabetes. But this didn't stop him from playing hockey.",0.5455935,0.54159117,0.67877537,0.2223285,0.29896712,0.49005646,0.77403724193573,0.7349725961685181,0.8957653641700745,0.8489468097686768,0.9125077724456788,0.9219379425048828,0.0,0.0,0.0,0.601792573928833,0.820195734500885,0.9588685631752014,2.540950417518616,2.7632452249526978,1.500416874885559,1,1,1,3,3,4
Muscadine berries are bronze to dark purple to black in color when ripe .,5,"When muscadine berries are ripe, they change colour to brown or black.",Ripe muscadine berries are purple or black.,"When muscadine berries are ripe, they are usually bronze, dark purple or black.",0.4688292,0.47797823,0.48635432,0.28255573,0.28432718,0.38609862,0.8482191562652588,0.9127889275550842,0.9754528999328612,0.2665162682533264,0.9354513883590698,0.958093523979187,0.0,0.0,0.0,0.7840537428855896,0.3438968658447265,0.7782778739929199,0.0573348999023437,0.5533020496368408,-0.2541701793670654,1,1,1,3,3,3
"Nanomaterials can be classified in 0D , 1D , 2D and 3D nanomaterials .",5,There are four groups of nanomaterials.,"There are four kinds of nanomaterials: 0D, 1D, 2D, and 3D.","There are four types of nanomaterials: 0D, 1D, 2D and 3D.",0.44955027,0.60082644,0.6045815,-0.021439942,0.52040285,0.5344895,0.5908698439598083,0.845990777015686,0.8294175863265991,0.7626434564590454,0.7002887725830078,0.7908859252929688,0.0,0.0,0.0,0.0036673573777079,0.5966169834136963,0.5192699432373047,1.287386178970337,0.9650640487670898,0.4912378787994385,1,1,1,4,4,4
Primary hypersomnias are very rare .,5,Most people don't sleep much.,These sleeping problems are rare.,Most people don't get this sleep disorder.,0.33085898,0.64712155,0.33284068,-0.03123103,0.2813014,0.0765693,0.3552351891994476,0.5714560151100159,0.4164230227470398,0.0163374375551939,0.6545394659042358,0.5226399302482605,0.0,0.0,0.0,0.0345391705632209,0.5122666358947754,0.1558982580900192,0.7146127223968506,0.564530611038208,0.5166971683502197,1,1,1,1,2,3
"Small versions of this instrument , called bird flageolets , were also made and were used for teaching birds to sing .",5,They made small things to help birds learn to sing.,They also made small instruments for teaching birds to sing.,Smaller versions of this instrument were also made. They were used to teach birds to sing.,0.4907079,0.6536139,0.80010104,0.1208846,0.26183808,0.4889235,0.6769304275512695,0.7768852710723877,0.8550012111663818,0.9631888270378112,0.9289660453796388,0.9331729412078856,0.0,0.0,0.0,0.5067131519317627,0.67333984375,0.9215832948684692,2.1267921924591064,1.7463619709014893,0.661613941192627,1,1,1,2,2,3
"Following the final orchestral crescendo , the song ends with one of the most famous final chords in music history .",5,The song ends with a famous chord.,"When the music is quiet, the song ends with a well-known chord.","After the big final sound, the song ends with a very famous chord.",0.74691594,0.5749115,0.7263631,0.2603312,0.3158564,0.41716307,0.7395793199539185,0.6333329081535339,0.7736364006996155,0.9859407544136048,0.7794699668884277,0.9363571405410768,0.0,0.0,0.0,0.5561456084251404,0.6146484017372131,0.6367765665054321,3.21516501903534,2.961877703666687,2.9774497747421265,1,1,1,3,3,3
"One notable thing of Japanese mythology is that it explains the origin of the Imperial family , and assigned them divinity .",5,Japanese myths tell us about the emperor's family. They say they were special.,Japanese myths tell us about Japan's royal family. They say the family was from gods.,Japanese mythology says that the emperor's family is special because they come from gods.,0.41673437,0.4493465,0.39947,0.21931052,0.2680778,0.2528068,0.7834903001785278,0.7663355469703674,0.7662363648414612,0.7944112420082092,0.4462121427059173,0.1703882068395614,0.0,0.0,0.0,0.8451111316680908,0.875444233417511,0.8209847807884216,3.836574256420136,3.946807086467743,1.1014193892478945,1,1,1,3,3,3
Products made from neem trees have been used in India for over two millennia for their medicinal properties .,5,"For a long time, people in India have used neem trees to feel better.","For a very long time, people in India have been using things from neem trees because they are good for your health.","For over 2,000 years, people in India have used products made from neem trees to help them feel better when they are sick.",0.53512424,0.49689463,0.4266054,0.34983128,0.4287426,0.49395344,0.8143298625946045,0.90486079454422,0.8315027952194214,0.7521010041236877,0.8553060293197632,0.8225916624069214,0.0,0.0,0.0,0.8432915806770325,0.9367002248764038,0.9730269312858582,3.2693702578544617,2.762326419353485,2.4698607325553894,1,1,1,3,3,3
In the 19th century the lightning rod became a symbol of American ingenuity and a decorative motif .,5,"In America, people used lightning rods.",Lightning rods were popular in the 19th century.,"In the 19th century, lightning rods became popular in America and were often used as decorations.",0.53777385,0.57396877,0.6331878,0.2367371,0.3282672,0.6415042,0.6879085898399353,0.8187604546546936,0.8850393295288086,0.9368464946746826,0.7230281233787537,0.9067540168762208,0.0,0.0,0.0,0.6814106106758118,0.6873414516448975,0.7997804880142212,3.14172911643982,2.7334752082824707,0.3833761215209961,1,1,1,2,2,3
"Every civil parish has a parish meeting , consisting of all the electors of the parish .",5,People meet in towns to vote.,Each town or village has a meeting where people who can vote live.,Every village has a meeting where all the voters live.,0.31327978,0.24560264,0.46502855,0.11506477,0.24994871,0.35831216,0.3040617108345032,0.3878749310970306,0.5342404246330261,0.1159255430102348,0.5211835503578186,0.4920734167098999,0.0,0.0,0.0,-0.0862258225679397,0.3656197786331177,0.5974870920181274,2.99863874912262,2.857746243476868,2.732291340827942,1,1,1,2,3,3
There is no evidence that pedophilia can be cured .,5,Some people with this problem can't be helped.,You can’t cure pedophilia.,We don't know if pedophilia can be cured.,0.3027607,0.5616321,0.6717782,0.17150538,0.3954893,0.57273954,0.1721839010715484,0.7835306525230408,0.8754934072494507,0.6911023259162903,0.891528308391571,0.8990885615348816,0.0,0.0,0.0,0.156276136636734,0.4774512946605682,0.7394819855690002,1.052720546722412,-0.864556074142456,0.0841095447540283,1,1,1,2,4,4
The seventeenth century saw a culinary revolution which transported French gastronomy into the modern era .,5,Food in France was different in the 1600s.,French food changed in the 17th century.,"In the seventeenth century, French cooking changed in a big way.",0.4659805,0.5524597,0.65445936,0.21391729,0.29273662,0.46179283,0.6196023225784302,0.727302610874176,0.7533201575279236,0.6268935203552246,0.9284536242485046,0.962588369846344,0.0,0.0,0.0,0.1942309886217117,0.5699512958526611,0.8264751434326172,3.4658279418945312,3.608121871948242,3.109523057937622,1,1,1,2,2,2
Very few pyramidia have survived into modern times .,5,Not many pyramids have survived.,Not many pyramids exist today.,Not many pyramidia have survived until now.,0.67581594,0.5668973,0.6765981,0.32069358,0.31180662,0.51861477,0.811133086681366,0.7584385871887207,0.875796377658844,0.9563869833946228,0.9218904972076416,0.811450183391571,0.0,0.0,0.0,0.4615989923477173,0.4564556777477264,0.7581139802932739,0.6588668823242188,0.3669734001159668,0.2951221466064453,1,1,1,3,3,4
The mallard is a medium-sized waterfowl species that is often slightly heavier than most other dabbling ducks .,5,This duck is small and heavy.,Mallards are normal-sized ducks. They are sometimes a bit heavier than other ducks.,"Most dabbling ducks are smaller than the mallard. However, the mallard is not very big either.",0.56856877,0.6327247,0.34961617,0.1420925,0.39019617,0.30981514,0.651546061038971,0.8544331789016724,0.8635143041610718,0.7483491897583008,0.874311625957489,0.702436089515686,0.0,0.0,0.0,0.5115157961845398,0.9940567016601562,0.8847346305847168,2.7840404510498047,1.9021849632263184,1.923031091690064,1,1,1,2,3,3
A testing dipstick is usually made of paper or cardboard and is impregnated with reagents that indicate some feature of the liquid by changing color .,5,This stick changes colour in water. (no change needed),"You can use a special stick to test a liquid. If it's bad, the stick will change colour.",A testing dipstick changes colour when put into a liquid.,0.261856,0.4330889,0.57936835,-1.9101115e-05,0.17997849,0.18601233,0.4162182807922363,0.5751290917396545,0.780549168586731,0.0302999205887317,0.1543592363595962,0.6780073642730713,0.0,0.0,0.0,-0.1045124307274818,0.8005677461624146,0.3102946877479553,4.0429690182209015,3.946450501680374,3.5082381069660187,1,1,1,2,3,3
"In a synchronous stream cipher , the sender and receiver must be exactly in step for decryption to be successful .",5,We need two people to read the message.,"For a stream cipher to work, the sender and receiver must agree.","In a special kind of cipher, both the sender and receiver need to work together exactly for the message to be decoded correctly.",0.23134477,0.641313,0.59853345,-0.027542394,0.40538582,0.51498485,0.1523811370134353,0.7574957013130188,0.6540683507919312,0.0812810733914375,0.8794140815734863,0.6765196919441223,0.0,0.0,0.0,-0.2068827599287033,0.3548201620578766,0.8163310289382935,3.0009210109710693,1.4537935256958008,0.830242395401001,1,1,1,2,3,4
"After this , the digesta is moved to the true stomach , the abomasum .",5,Then the food goes into our bodies.,"Then, the food goes to the real stomach.",Then the food goes to the true stomach.,0.34333995,0.57566565,0.47734857,-0.035434693,0.12593578,0.07833544,0.4162639081478119,0.5655706524848938,0.6129922270774841,0.6299131512641907,0.9106267690658568,0.8992077112197876,0.0,0.0,0.0,0.0223146937787532,0.5400175452232361,0.3542714118957519,0.584059476852417,0.6627776622772217,0.6041038036346436,1,1,1,2,2,3
"In some organisms , especially vertebrates , the various Hox genes are situated very close to one another on the chromosome in groups or clusters .",5,Some animals have these genes.,Some animals have these genes on the same part of their DNA.,"In many animals, including humans, the Hox genes are grouped together on their chromosomes.",0.54171497,0.4190776,0.64269155,0.0048371805,0.08624295,0.4198528,0.5353893637657166,0.5981686115264893,0.8694201707839966,0.9694108963012696,0.8835016489028931,0.774185836315155,0.0,0.0,0.0,0.2235153019428253,0.5351946949958801,1.0085548162460327,3.4480020403862,3.341887652873993,0.2744508385658264,1,1,1,2,3,4
"They also appear in various folklore , remedies , and traditional usages around the world .",5,We use them in many things.,You can find them in old stories and medicine.,"They also appear in many old stories, medicines, and customs around the world.",0.43621746,0.32669112,0.7292472,0.06691651,0.104947895,0.571569,0.4921390116214752,0.5449721813201904,0.7531636953353882,0.7520243525505066,0.9367385506629944,0.8360130190849304,0.0,0.0,0.0,0.1138817518949508,0.6378757953643799,0.944184958934784,3.307293176651001,3.146296739578247,1.8331973552703853,1,1,1,1,2,3
