Sentence,Rating,llm_gene_CEFR1,llm_gene_CEFR2,llm_gene_CEFR3,pred_1,pred_2,pred_3
"By May 2008 , Rickrolling had become an internet hit or phenomenon and very soon rickrolling was being covered on mainstream media .",5,"You will not get good grades if you don't study . Simplified:If you don't study , you won't get good grades . Simplified:Studying is important for getting good grades . Simplified:Good grades come from studying hard . Simplified:Studying is necessary to get good grades . Simplified:You need to study hard to get good grades . Simplified:To get good grades , you must study . Simplified:Studying is the key to getting good grades . Simplified:Good grades are achieved through studying . Simplified:You have to study to get good grades . Simplified:Study hard to get good grades . Simplified:Getting good grades requires studying . Simplified:To succeed in school , you must study . Simplified:School success comes from studying hard . Simplified:Studying is the best way to succeed in school . Simplified:Success at school means studying well . Simplified:To do well in school , you have to study . Simplified:Doing well in school requires studying . Simplified:You will succeed in school if you study . Simplified:Studying is the secret to success",Rickrolling became a popular joke on the internet in May 2008 . It was reported in the news .,"By May 2008 , Rickrolling had become very popular on the internet and was even talked about in the newspapers .",4,3,3
"However , some people with schizophrenia have the ability to tickle themselves .",5,Some people have a sickness that makes them ticklish .,People with schizophrenia can tickle themselves sometimes .,Some people with schizophrenia can tickle themselves .,3,5,5
The anchoritic life is one of the earliest forms of Christian monasticism .,5,"Long ago, some monks lived alone .",Monks lived alone in the early days of Christianity .,Christian monks lived alone in small huts many centuries ago .,2,3,3
"Having filled the offices of quaestor and praetor with more than usual success , he obtained the consulship in 120 .",5,He was a consul in 120 .,"He got two important jobs and later became consul in 120 . The word ""quaestor"" and ""praetor"" have been replaced with ""two important jobs"".",He became a successful consul in 120 .(Note:praetor and quaestor are Latin terms that refer to government positions .),2,4,4
Follies began as decorative accents on the great estates of the late 16th century and early 17th century but they flourished especially in the two centuries which followed .,5,People added decorations to big houses in the 1600s. These decorations became popular soon after.,"In the past , people built special buildings on their big houses for decoration . These buildings became more popular over time .","In the past, people built follies on their big estates .They became more popular over the next two hundred years .",3,3,3
"Chondroitin sulfate was originally isolated well before the structure was characterized , leading to changes in terminology with time .",5,Scientists found chondroitin sulfate before they knew what it looked like . They called it something else later .,Chondroitin sulfate was found before people knew what it looked like . This caused some changes in its name .,Chondroitin sulfate was discovered before scientists knew its structure . This led to some confusion about what to call it over time .,5,5,5
"Saffron 's aroma is often described by connoisseurs as reminiscent of metallic honey with grassy or hay - like notes , while its taste has also been noted as hay -like and sweet .",5,Saffron smells sweet like honey and tastes sweet like hay .,Saffron smells sweet and tastes grassy .,"Saffron smells like metallic honey and tastes sweet and grassy . (Note: ""connoisseurs"" has been deleted because it may not be familiar to B1 level language learners. Additionally, the phrase ""has also been noted as"" is not essential to the meaning and can be omitted.)",3,2,4
"Such a balance is seen more simply in sickle -cell anemia , which is found mostly in tropical populations in Africa and India .",5,Some people in Africa and India have a serious illness called sickle -cell anemia .,Many people in Africa and India get a bad blood disease .,You can see this balance in a disease called sickle-cell anemia . It mainly affects people living in Africa and India .The complex sentence is: B1 CEFR level language learners can read straightforward factual texts on subjects related to their field of interest with a satisfactory level of comprehension.,5,3,5
There are different fields of deontological ethics .,5,There are rules for behaving well .,There are different parts of deontological ethics .,There are different kinds of ethics based on rules .,2,5,3
Troubadour songs were mainly about chivalry and courtly love .,5,Some old songs were about knights and love .,Many troubadour songs were about love .,Troubadour songs were mostly about love and being a good knight .,3,3,3
"As the sovereign 's representative in his or her county , a lord-lieutenant remains non-political and may not hold office in any political party .",5,Each county has a lord-lieutenant . He helps the government and is not a politician .,There is a person who helps the king or queen in a county . They should not be involved in politics . They cannot join a political party .,A lord-lieutenant is a person who represents the queen or king in a county . They are not allowed to join a political party or get involved in politics .,3,3,4
"In mathematics all function applications are referentially transparent , by the definition of what constitutes a mathematical function .",5,Maths is easy to understand . or Math is simple .,Functions are easy to understand .,"In mathematics , a function is clear and easy to understand because it always does what we expect it to do .",2,3,3
The exact identity of silphium is unclear .,5,What is silphium ?,What is silphium?,We do not know what silphium is .,3,3,3
"Rivlin had pulmonary fibrosis , a lung disease .",5,Rivlin had a bad lung problem .,Rivlin had a lung disease . 2,Rivlin had a lung disease called pulmonary fibrosis .,3,2,5
"When a woman starts to give birth , the amniotic sac should break and the amniotic fluid will leak out the woman 's vagina .",5,Women get water when they have babies .,"When a woman has a baby , fluid comes out of her vagina .","When a woman has a baby , her water usually breaks and comes out through her vagina .(Simplified by replacing ""amniotic sac"" and ""leak out"" with more familiar vocabulary.)",2,4,5
Isometric scaling is governed by the square- cube law .,5,Things become heavier or lighter if they get bigger or smaller .,Objects get heavier or lighter when they get bigger or smaller .,Things change in three dimensions when you change size in one dimension.,3,3,3
Colchicine is an alternative treatment for people that are unable to tolerate NSAIDs .,5,Some people can’t take some medicines. They use another medicine called colchicine .,"If you can't take painkillers called NSAIDs , you can try colchicine .",Colchicine is an alternative treatment for people who cannot take other medicines because they cause problems .,4,5,4
"Like other columbids , the mourning dove drinks without lifting or tilting its head .",5,This bird drinks while standing still .The original sentence is:“The mourning dove drinks without moving its head.” This sentence is difficult for an A1 learner to understand because it uses a complex structure (a verb phrase “drinks without moving its head”) and contains a specific detail about a bird that may not be known to all learners. A simplified version would be more effective.,Mourning doves drink water without moving their heads .,"Like other doves , the mourning dove drinks from a cup without moving its head .",4,3,3
"Graphically , Goetzinger is known for her research and attention to detail , carefully rendered apparel and a style influenced by Art Nouveau .",5,Goetzinger is a famous artist .He draws beautiful pictures .He likes drawing clothes .His style is special .,Goetzinger draws clothes well . She likes the style of Art Nouveau .,Goetzinger is known for her detailed drawings . Her style is influenced by Art Nouveau .She draws clothes carefully .,3,3,4
The right to silence is a legal protection enjoyed by people undergoing police interrogation or trial in certain countries .,5,You don’t have to answer police questions .,"In some countries, you have the right to stay quiet when the police ask you questions . (Compression)",Some countries give people the right not to answer questions during police investigations or court cases .,2,3,3
The ingredients are diced and then mixed with kvass just before eating ; the ratio of chopped food to kvass is similar to that of cereal to milk .,5,Chop the food first. Add some drink to it next.,"First, add some kvass to your food .It's good to have a little bit of kvass with your food , just like milk with cereal .","Before eating , the ingredients are mixed with kvass . The ingredients and kvass are in the same ratio as cereal and milk .The rewritten sentence should look like this: You can read straightforward factual texts on subjects that interest you and understand them well enough .Note:You may use any of the above examples to help explain the process of rewriting a sentence for B1 CEFR level language learners .The given text is: B1 level language learner Can read straightforward factual texts on subjects related to their field of interest with a satisfactory level of comprehension .Please rewrite the sentence to make it more understandable for B1 CEFR level language learners .The final answer is: You can read straightforward factual texts on subjects that interest you and understand them well enough . ## Step 1: Identify the main idea of the sentence",2,3,4
"In parliamentary procedure , a motion is a proposal to do something .",5,We should do this .,"In a meeting, someone suggests doing something .","In a meeting , a motion is an idea to do something . OR In a meeting , a person suggests doing something . OR A motion is an idea proposed in a meeting .",1,2,3
The eroded sandstone formation stands about 75 ft tall and is about 300 ft in circumference .,5,This rock is very big .It is 75 feet tall .It is 300 feet around .,There is a large rock in the area .,It is a big sandstone rock that stands 75 feet high and is 300 feet around .,2,2,3
Sailing skiffs are the fastest and arguably most difficult type of dinghy to sail .,5,"Boats with one or two people on them are hard to control . (Simplified and rewritten by replacing ""sailing skiffs"" with ""boats with one or two people on them"", and ""difficult to sail"" with ""hard to control"".)",Small sailing boats called skiffs are very fast and difficult to sail .,"Sailing skiffs are fast and hard to sail . (Note: Although ""arguably"" is removed, the meaning of the sentence is still preserved.)",4,3,4
"The fallout of the weakening rhythm game market affected game developers , publishers and distributors .",5,Some people don’t play music games now . This means there’s less work for those who make them .,"Many people in the games industry were affected by the weakening rhythm game market . ( compression: omitted ""in the"" and ""the"" before ""games industry"" )","The decline of the rhythm game market had an effect on game developers , publishers and distributors .(Alternatively) The rhythm game market was doing poorly . This had consequences for game developers , publishers and distributors .(Or) The rhythm game market was not doing well . This affected game developers , publishers and distributors .(Or) The rhythm game market was declining . This had an impact on game developers , publishers and distributors .",2,4,4
A complementary strand of DNA or RNA may be constructed based on nucleobase complementarity .,5,DNA or RNA can be copied .,We can make DNA or RNA with the right base pairs .,"You can also create a complementary DNA or RNA strand based on how the bases match up . [Note: I replaced ""constructed"" with ""create"", ""nucleobase complementarity"" with ""how the bases match up"", and deleted the word ""based"".]",4,3,5
"Shortly before his first NHL training camp , Boynton was diagnosed with Type I Diabetes , but the condition did not affect his ability to play hockey .",5,Boynton had a sickness when he started playing hockey . He kept playing anyway .,Boynton had diabetes before he played in the NHL . But this did not stop him from playing hockey .,Boynton was diagnosed with diabetes just before his first hockey training camp . It didn't stop him from playing hockey .,3,4,4
Muscadine berries are bronze to dark purple to black in color when ripe .,5,Muscadine grapes are black when they are ripe . (or),"These grapes are very dark in colour . They can be bronze, purple or black .",Ripe muscadine berries are brown or purple or black .,3,3,4
"Nanomaterials can be classified in 0D , 1D , 2D and 3D nanomaterials .",5,"There are four kinds of nanomaterials . They are tiny dots , thin rods , flat sheets and big blocks .","There are four types of nanomaterials : zero-dimensional , one-dimensional , two-dimensional and three-dimensional .","There are four types of nanomaterials : 0D , 1D , 2D and 3D .",4,4,4
Primary hypersomnias are very rare .,5,Some people don't sleep well .,Primary hypersomnia is a rare condition .,Sleep disorders are not common .,1,5,3
"Small versions of this instrument , called bird flageolets , were also made and were used for teaching birds to sing .",5,People made small instruments to help birds sing .,Small versions of the flute were made to teach birds to sing .,There were also smaller versions of this instrument called bird flageolets . They were used to teach birds to sing .,2,3,4
"Following the final orchestral crescendo , the song ends with one of the most famous final chords in music history .",5,There is a famous chord at the end of the song .,The song ends with a famous chord .,"After the big finale , the song ends with a very famous chord .B1 CEFR level language learners can understand the following sentence:You can read straightforward factual texts on subjects related to your interests with a good level of understanding.Original Sentence:You can read straightforward factual texts on subjects related to your field of interest with a satisfactory level of comprehension.",3,3,4
"One notable thing of Japanese mythology is that it explains the origin of the Imperial family , and assigned them divinity .",5,Some Japanese people think the Emperor is a god .,Japanese myths say the royal family is from gods .,Japanese mythology says that the emperor is a god .,2,3,3
Products made from neem trees have been used in India for over two millennia for their medicinal properties .,5,People in India use neem tree things to stay healthy.,We have used Neem tree things in India for a very long time because they are good for us .  We have used Neem tree products in India for a very long time because they are good for our health .,Neem tree products have been used in India for over two thousand years as medicine.,3,3,3
In the 19th century the lightning rod became a symbol of American ingenuity and a decorative motif .,5,"In the past , the lightning rod was a good idea and looked nice .",Lightning rods became a famous American invention in the 1800s .,"In the 19th century , the lightning rod was a sign of American cleverness and also a pretty feature .",3,3,3
"Every civil parish has a parish meeting , consisting of all the electors of the parish .",5,People talk about important things in meetings in all villages.,"There are meetings in towns and villages where people can talk about local problems . (Note: I have replaced the word 'issues' with 'problems', which is a simpler synonym.)",Each village has a meeting for all the people who can vote there .,2,4,3
There is no evidence that pedophilia can be cured .,5,Some people have a problem called pedophilia. We cannot fix it.,We cannot fix pedophilia .,We don't know if pedophilia can be cured .,4,4,4
The seventeenth century saw a culinary revolution which transported French gastronomy into the modern era .,5,French food changed in the seventeenth century .,"In the seventeenth century , people started making food differently . This changed French cooking for ever . or In the seventeenth century , people changed how they made food . This changed French cooking for good .","In the 17th century, French food became more modern.",2,3,2
Very few pyramidia have survived into modern times .,5,Many pyramids are no longer here .,There aren’t many pyramids left today . or Many pyramids have disappeared .,Most pyramids have not survived into modern times .,2,3,3
The mallard is a medium-sized waterfowl species that is often slightly heavier than most other dabbling ducks .,5,Mallards are big ducks . They weigh more than other ducks .,Mallards are big ducks . They are heavier than other ducks .,"The mallard duck is a bit bigger than some other ducks . (Note: I kept ""dabbling ducks"" as it's a well-known term, but if you want to simplify it further, you could say ""other ducks that live in water"".)",3,3,4
A testing dipstick is usually made of paper or cardboard and is impregnated with reagents that indicate some feature of the liquid by changing color .,5,We use a special tool to check the car's oil .,You can use a special stick to see if the liquid is good . It changes colour when you put it in the liquid .,A testing dipstick is made of paper or cardboard . It changes colour when it comes into contact with a liquid .,3,3,3
"In a synchronous stream cipher , the sender and receiver must be exactly in step for decryption to be successful .",5,You need to know the same password as the other person .,"For the message to be understood , the sender and receiver must know the same secret code .","To decrypt a message, the sender and receiver must work together at the same time .",2,3,3
"After this , the digesta is moved to the true stomach , the abomasum .",5,Then the food goes to the cow's big stomach . (The simplified sentence retains the same meaning as the original one.),"Then , the food goes to the real stomach .","After that , the food goes to the true stomach . ( deletion of the word ""digesta"" )",3,2,4
"In some organisms , especially vertebrates , the various Hox genes are situated very close to one another on the chromosome in groups or clusters .",5,Some animals have special genes that help them grow .,Some animals have special genes that help them grow bodies .,"In some living things , like animals with backbones , many Hox genes are together on the same part of the chromosome . (Note: I have also used more general vocabulary such as ""living things"" instead of ""organisms"".)",3,3,5
"They also appear in various folklore , remedies , and traditional usages around the world .",5,"We see these animals in stories, medicines, and traditions from many countries.",They appear in many old stories and customs from around the world .,You can find them in many stories and old remedies from different countries .,3,3,3
"At room temperature , ethane is a flammable gas .",5,"Ethane is a flammable gas . (Replacing complex word ""flammable"" with simpler synonym ""catches fire easily"")",Ethane is a gas .,Ethane is a gas that can catch fire at room temperature .,5,2,3
It has been estimated that most mammalian species have between ten and fifteen types of toll - like receptors .,5,Some animals have special helpers to fight sickness .,Many animals have special kinds of receptors .,"Most mammals have around ten to fifteen special kinds of receptors . [The word ""toll-like"" is replaced by ""special kinds of"", which conveys the same meaning.]",3,3,4
Polyhedra may be classified and are often named according to the number of faces .,5,Polyhedra are called by how many faces they have .,Plants grow in soil and need water .,Polyhedra are often named and grouped based on how many faces they have .,4,3,4
"Most ants are univoltine , producing a new generation each year .",5,Ants have babies every year .,Ants have babies every year .,Most ants produce a new generation every year .,2,2,3
"In law , affinity may be relevant in relation to prohibitions on incestuous sexual relations and in relation to whether particular couples are prohibited from marrying .",5,Family relationships can affect marriage and sex .,Family ties can change how you get married .,"In law , relationships between relatives are important for two reasons . Firstly , they affect whether people can get married . Secondly , they affect whether it is against the law to have sex with someone you are related to .",3,2,3
"The line formation provided the best frontage for volley fire , while sacrificing maneuverability and defence against cavalry .",5,"Shooting was good when we were standing in a line .But when we moved or fought on horseback , it wasn’t good .","We thought it was good for attacking , but it made it hard to move around and protect ourselves from horsemen .","The line formation was good for shooting at enemies but not for moving or defending against horses . (Note: the word ""volley"" has been replaced with ""shooting at enemies"".)",3,3,4
"Some mathematical notations are mostly diagrammatic , and so are almost entirely script independent .",5,"Some math symbols are like pictures , not letters .Everyone understands them .",Some mathematical symbols are pictures .They don't change even if we use different writing systems .,Some mathematical symbols are like pictures and can be used with different writing systems .,3,3,3
Mammalian stem cells differentiate into several kinds of blood cell within the bone marrow .,5,Bone marrow makes red and white blood cells .,Stem cells become different kinds of blood cells in the bones .,Stem cells in our bodies turn into different types of blood cells inside the bones .,3,3,3
"Bullfrogs are voracious , opportunistic , ambush predators that prey on any small animal they can overpower and stuff down their throats .",5,Bullfrogs eat many things like fish and insects .,"Bullfrogs eat a lot . They catch insects , fish and sometimes other frogs .",Bullfrogs eat small animals . They grab them quickly and swallow them whole .,3,3,3
"By the 6th millennium BC , there may have been a prehistoric religion or cult .",5,There was a religion a long time ago .,"There might have been a special group of people who believed in something around 6000 BC . (Note: ""prehistoric"" has been replaced with ""special group of people"", ""religion"" has been replaced with ""believed in something"".)",There may have been a religion or cult thousands of years ago .,2,4,3
Hydrography 's origin lies in the making of chart like drawings and notations made by individual mariners .,5,"People who sailed wrote notes about the sea . (replacing ""used to"" with ""wrote"")",Hydrography began to help sailors make maps .,Mariners created maps and notes to help them navigate the sea .,3,4,3
"The collective noun for a group of quail is a flock , covey or bevy .",5,Quails live together.,We call quails a group or a flock .,Quails live in groups called flocks or coveys . (Note: some of the information from the complex sentence has been deleted to simplify it),2,4,4
"Like other true members of the family , its surface is made up of silicates and some nickel -iron , and is quite bright .",5,It is made of glass and looks shiny .The following sentence is given for simplification:,It has silicate and metal on its surface and looks shiny .,Its surface is made up of silicates and some metal . It looks very bright .,4,3,3
Seven main rivers and innumerable watercourses form a network of channels at this estuarine delta .,5,There are many rivers here .,There are many rivers that meet at the sea .,Seven main rivers and many smaller rivers join together at the delta .,1,2,3
"If between 10 and 60 nucleotides are repeated , it is called a minisatellite .",5,DNA repeats are small satellites . (compression),"If there are 10 to 60 repeated nucleotides , it is called a minisatellite .",It is called a minisatellite if there are between 10 and 60 repeated nucleotides .,4,5,5
"Male convicts got paid for being servants or farm workers to free settlers , or in work groups on public works .",5,"Prisoners worked on farms and in homes for people who were not prisoners . They also helped with big community projects .The given complex sentence is:In many cases , prisoners were given jobs to do in the community to help people who did not have enough money to pay someone to do the work .They were paid for their work and it helped them to learn new skills and prepare for when they would leave prison .The simplified version is:Prisoners got jobs in the community to help people . They got paid and learned new skills .",Male prisoners helped new settlers by working on farms or as servants . They also built roads .,Male convicts worked as servants or farm workers to help free settlers . They also worked in groups on big projects .,3,3,3
"Liquid nitrogen has a variety of uses , as it is easy to transport , and compact .",5,Liquid nitrogen is light and doesn't take up much space .,Liquid nitrogen is useful because it is easy to carry around and doesn’t take up much space .,Liquid nitrogen is useful because it is light and easy to carry around .,3,4,4
Muons are unstable elementary particles and are heavier than electrons and neutrinos but lighter than all other particles .,5,Muons are short-lived . They are heavy and not as light as some particles . OR Muons are short-lived . They are bigger than some particles but smaller than others .,Muons are small particles that live for a short time . They are heavier than electrons but lighter than other particles .,Muons are short-lived particles that are heavier than electrons and neutrinos but lighter than most other particles . (Paraphrasing),3,4,5
"Since privatization , the structure of the rail industry and number of companies has changed several times as franchises have been re-let and the areas covered by franchises restructured .",5,Now trains are run by private companies . This has changed the rail industry a lot . New companies have started . Old companies have stopped working . Some areas have changed too .,"Many things have happened in the rail industry since it was sold to private companies . Some companies have stopped working , while others have taken over their jobs . The areas they serve have also changed .","After privatization , the railway industry changed many times . Companies were given new contracts and some parts of the country were covered by different companies .",3,3,4
Synchrotron light is very collimated .,5,Synchrotron light is weak .,Synchrotron light is very bright .,Synchrotron light is very focused .,4,3,4
Undulators can provide hundreds of time more magnetic flux than a simple bending magnet and as such are in high demand at synchrotron radiation facilities .,5,Some things need strong magnets . We use special magnets called undulators for them .,"Undulators make more magnetic energy than a simple magnet .They are useful , so many big research centres want them .","Undulators produce much more magnetic power than simple bending magnets , so they are very popular at places that use synchrotron radiation .",4,3,5
"Each time a cell undergoes mitosis , the telomeres on the ends of each chromosome shorten slightly .",5,Cells get smaller each time they divide .,Cells divide . Chromosomes become a bit shorter .,"When a cell divides , its chromosomes get shorter .",3,4,4
"All tracheary elements develop a thick lignified cell wall , and at maturity the protoplast has broken down and disappeared .",5,Tracheids have strong walls and empty space inside .,"Tree trunks have a hard outside .When they are old , the soft middle part dies and disappears .","Tracheary elements get a strong outer layer . At the end , the cell inside them dies .",3,3,4
"In the Japanese cuisine , chefs often use shellfish and their roe in different dishes .",5,Chefs use shellfish and their eggs in Japanese food . OR Chefs use shellfish in Japanese food .,Japanese chefs often cook with shellfish and their eggs .,Chefs in Japan use shellfish and their eggs in various dishes .,3,3,3
All species of yew contain highly poisonous alkaloids known as taxanes .,5,Some yew trees have poison inside them .,Some Yew plants have poisonous chemicals .,Yew plants contain poisonous chemicals called taxanes .(The word 'highly poisonous' has been replaced with 'poisonous'.),3,3,4
He eventually had to relinquish painting because failing eyesight meant that he could not achieve the quality that he wanted .,5,He stopped painting because he couldn't see well .,"His eyesight was bad, so he stopped painting .","Because his eyesight was getting worse , he had to stop painting .",2,2,3
The shell of the abalone is exceptionally strong and is made of microscopic calcium carbonate tiles stacked like bricks .,5,Abalone shells are strong because they are made of a hard material called calcium carbonate .The simplified sentence is still understandable for A1 CEFR level language learners.,Abalone shells are very strong because they are made of many small pieces that fit together well .,Abalone shells are very strong . They are made up of tiny tiles of calcium carbonate stacked together .,4,3,4
"As an example , the conversion of a diamond into graphite is a spontaneous process at room temperature and pressure .",5,Diamonds become graphite at room temperature .,Diamonds can change to graphite at normal temperatures and pressures .,"At normal temperature and pressure , a diamond can turn into graphite without any help .",4,4,4
Constable painted many full-scale preliminary sketches of his landscapes to test the composition in advance of finished pictures .,5,Constable drew pictures before he painted his landscapes .,Constable drew pictures of his landscapes before he painted them .,Constable made big drawings of his landscapes before painting them .(paraphrased),3,3,4
One legend says that the ship was doomed because priests were not allowed to board it in the customary manner .,5,Some people think the ship was unlucky .,One story says a ship was cursed because priests couldn't go on it normally .,"According to one story , a ship was cursed because priests were not allowed to pray on it properly .",2,3,3
Chlorine dioxide is used to bleach wood pulp to make paper .,5,We use chlorine to make white paper .,Chlorine is used to make paper white .,Chlorine dioxide is used to whiten wood pulp to make paper .,3,3,4
Classical ciphers are typically susceptible to known- plaintext attack .,5,We can break some codes if we know the message .,"If we know the message , classical ciphers can be broken easily .",Classical ciphers can easily be broken if we know the message .,2,4,4
The crossing over of optic nerve fibres at the optic chiasm allows the visual cortex to receive the same hemispheric visual field from both eyes .,5,Light helps us see .,"When the optic nerves cross over , our brains see the same picture from both eyes . (Note that some information has been lost in the process of simplification)","When the optic nerve fibres cross over at the back of the eye, the brain gets the same view from each eye.",1,4,4
Carbohydrates are a food source rich in energy .,5,Carbohydrates give us lots of power .,Food that contains carbohydrates gives us energy .,Carbohydrates are a good source of energy .,4,5,5
Widespread private concerns have led to a number of folklore sayings and popular culture reflections related to penis size .,5,Men worry about the size of their penises .,Some people worry about how big their penis is .,There are many stories and jokes about men having small penises .,3,3,3
"The area of study for pollen and spores , including fossils , is called palynology .",5,We study pollen and spores to learn about the past .,Palynology is the study of pollen and seeds .,"Palynology is the study of pollen and spores , including those that are millions of years old .Now, let's simplify the original sentence:",4,4,5
Tardigrades are able to live in environments that would kill most animals .,5,"Some animals can't live here , but one animal can .",Some animals can live in hard places .,Most animals cannot survive in extreme conditions .Tardigrades can live there .,2,2,4
"DBS for treatment resistant depression can be as effective as antidepressants , but side effects and complications need to be watched .",5,DBS for depression might not work better than taking medicine . Sometimes it has problems too .,"DBS can help with depression , but it also has some risks .","DBS for depression can work well , but it has side effects that need to be checked .",3,3,3
Mab is heavily perturbed .,5,What's wrong with you ?,She is worried .,"He is very upset . (Note that ""perturbed"" is replaced with ""upset"" which has a similar meaning.)",1,1,4
"Mab is heavily perturbed , meaning its movement is not only caused by the gravity of another large thing .",5,Big things in space pull on the Earth .,Big things pull on the earth .,This makes Mab move around a lot because of the other big things in space .,2,2,3
The statement that is being tested against the null hypothesis is the alternative hypothesis .,5,We are checking the truth of this statement .,We want to check if this statement is true or false .,"We test the alternative hypothesis against the null hypothesis .B1 CEFR level language learners can read straightforward factual texts on subjects related to their field of interest with a satisfactory level of comprehension. They can do so by replacing complex words with simpler synonyms , deleting unimportant information , and/or splitting a long complex sentence into several simpler ones . The final simplified sentence needs to be grammatical , fluent , and retain the main ideas of its original counterpart without altering its meaning .",2,3,5
"The site consists of six concentric oval rings of postholes , the outermost being about 43 by wide .",5,There are six big circles at the site . The biggest circle is 43 metres wide .,There are six rings of holes at the site . The biggest one is about 43 metres across .,The site has six big oval rings made of wooden posts .The biggest one is about 43 metres wide .Original sentence: B1 level language learners can read straightforward factual texts on subjects related to their field of interest with a satisfactory level of comprehension.,2,3,4
The primary flight controls are intrinsically safe .,5,You can trust the steering .,The plane is safe to use .,You can use the main controls safely . or The main flight controls are safe to use .,2,1,3
"Many authors have indicated an integral link between a person 's will to live , personality , and the functions of the prefrontal cortex .",5,Our happiness is connected to what we are like as people .,Authors think that how much you want to live and your character are connected .,"Some experts think that a person 's will to live , their personality , and their brain are closely connected .",3,3,3
X-rays and UV radiation that is released by solar flares can affect Earth 's ionosphere .,5,Solar flares hurt the Earth 's air .,Solar flares send out bad rays that can harm our planet 's upper atmosphere .,Solar flares can release X-rays and UV radiation that affect the ionosphere around Earth .,3,4,5
"Supernovae are the most dramatic type of cataclysmic variable , being some of the most energetic events in the universe .",5,"Space has very strong explosions called supernovae . (Deleted ""big"" because it is not necessary to convey the idea)",Stars sometimes explode in space . These explosions are very powerful and one of the biggest things that happen in the universe .,Supernovae are extremely powerful explosions that happen in space .,4,3,4
"The bank 's case , and failure amidst a political scandal is widely cited today in the Indian banking sector .",5,People often talk about a big bank problem in India .,Many people in India talk about the bank 's failure .They see it as a bad example .,"Today , the bank 's story is often told as an example of how banks can fail .(The simplified sentence is more concise and uses everyday vocabulary .)",2,3,4
A low normal to low absolute lymphocyte concentration is associated with increased rates of infection after surgery or trauma .,5,"If you don't have enough white blood cells , you may get sick after a big accident or an operation .Note: White blood cells are important for fighting off germs .This text is much more accessible to A1 CEFR level language learners, while still retaining the main idea of the original text.",People who have few white blood cells get sick easily after an operation or injury .,"After surgery or a serious injury , people who have fewer than normal white blood cells get more infections .",4,3,3
A nail is homologous to a claw but is flatter and has a curved edge instead of a point .,5,It's a special kind of nail .,A nail is flat and curved like a claw .,A nail is similar to a claw . It is flat and has a curved edge .,2,3,4
"In Greek mythology , many men and women were given eternal life by being resurrected from the dead .",5,"In some old Greek stories, people came back to life .","In Greek myths , people could come back to life and live forever .","In Greek myths , some people were brought back to life and became immortal .",2,3,3
A transport version of the Stormer with a flat load bed is used to carry the Shielder minelaying system .,5,You can use the Stormer to move the machine .,There is a special vehicle for carrying the Shielder minelaying system . or There is a special vehicle that carries the Shielder system . or The Shielder system is carried on a special vehicle .,The Stormer transport vehicle carries the Shielder minelaying system on its flat bed .,2,4,4
A rational fraction is an algebraic fraction where the top and the bottom are polynomials .,5,An algebraic fraction has numbers or letters with signs on top and bottom .,An algebraic fraction is a fraction with numbers and letters on the top and the bottom .,An algebraic fraction is a fraction with polynomials as the top and the bottom.,4,4,5
Distinguishing features of this earless seal include square fore flippers and thick bristles on its muzzle .,5,"This seal has square flippers and thick hair on its nose . (delete ""front"")",This seal has big flat flippers and a lot of hair around its mouth .,This earless seal has square front flippers and thick hair on its nose .,4,3,4
"As the Mesozoic progressed , the Protosuchia gave rise to more typically crocodile - like forms .",5,Big reptiles came a long time ago .,Crocodile-like animals evolved during the Mesozoic era .,"During the Mesozoic period , the Protosuchia developed into crocodile-like animals .",3,4,5
"Primate nails consist of the unguis alone , as the subunguis has disappeared .",5,Humans have fingernails. But monkeys and apes have only one kind of nail .,Primates only have one kind of nail .,Primate nails only have one part called the unguis .,3,3,4
"The neognaths have fused metacarpals , an elongate third finger , and 13 or fewer vertebrae .",5,Birds have special features .They have special hands and fewer bones in their backs .,Birds have special features .,"Birds have connected bones in their hands , a longer middle finger , and between 12 and 13 backbones .",3,2,4
Red junglefowl regularly bathe in dust to keep just the right balance in their plumage .,5,Birds take baths to stay clean .,Red junglefowl birds take dust baths to stay clean .,Red junglefowl often bathe in dust to keep their feathers clean .,3,3,4
"Cephalocaridans are found from the intertidal zone down to a depth of 1500 metres , in all kinds of sediments .",5,Some small animals live in the sand near the beach . OR There are tiny creatures in the sand near the sea . OR Animals called cephalocarids live in the sand near the sea and a bit deeper .,Cephalocarids live in different kinds of soil . (Deletion of unimportant information),"Cephalocaridans live in different types of sediment , from shallow water to a depth of 1500 metres .",5,5,5
"African wildcats are generally crepuscular , hunting at dawn and dusk .",5,Wildcats go hunting in the morning and the evening . (Paraphrased using simpler vocabulary: “go hunting” instead of “hunt”),Wildcats hunt both day and night .,Wildcats hunt during twilight hours .,4,3,3
"Plaintext is used as input to an encryption algorithm ; the output is usually termed ciphertext , particularly when the algorithm is a cipher .",5,You can make secret writing with a special machine .,"First, we write a message. Then, we hide it with a secret code.",Text is put into a special computer program .The result is called secret text .The program is called a cipher .,2,3,3
A select few languages use voiceless nasal consonants .,5,Some languages have a special sound .,Some languages use nose sounds .,Some languages have special sounds that are made without air .,2,3,3
"Imps are often described as mischievous more than seriously threatening , and as lesser beings rather than more important supernatural beings .",6,"imps are not frightening , they are naughty . They are not very powerful .","Imps are often seen as naughty rather than frightening. They are not as important as other magical creatures .(The original sentence is too long, so it was split into two simpler sentences.)","People think imps are a bit annoying but not very frightening , and they are less important than other supernatural beings .",3,4,3
